Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID,Rating,Votes
Every Day,"$46,029",4,"$46,029",Jan 14,"Image Entertainment

",https://www.boxofficemojo.com/release/rl189826561/,3000000,Comedy Drama Romance,R,tt1301990,5.7,3281
The Town,"$31,225","2,935","$92,186,262",Sep 17,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1685554689/,37000000,Crime Drama Thriller,R,tt0840361,7.5,346227
Redemption Road,"$29,384",26,"$29,384",Aug 26,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl1835894273/,2300000,Drama,PG-13,tt1470020,5.7,487
Salvation Boulevard,"$28,468",4,"$28,468",Jul 15,"IFC Films

",https://www.boxofficemojo.com/release/rl1483703809/,5500000,Comedy Crime Drama Thriller,R,tt1251743,5.3,4384
Waiting for Forever,"$25,517",14,"$25,517",Feb 4,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl4219045377/,5000000,Comedy Drama Romance,PG-13,tt1296898,6.0,19529
You Will Meet a Tall Dark Stranger,"$22,251",402,"$3,248,246",Sep 22,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1198884353/,22000000,Comedy Drama Romance,R,tt1182350,6.3,43354
Inception,"$18,007","3,792","$292,576,195",Jul 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2908456449/,160000000,Action Adventure Sci-Fi Thriller,PG-13,tt1375666,8.8,2017251
5 Days of War,"$17,479",6,"$17,479",Aug 19,"Anchor Bay Films

",https://www.boxofficemojo.com/release/rl3628172801/,12000000,Action Drama War,R,tt1486193,5.6,13424
The Polar Express2010 IMAX Release,"$11,923",17,"$672,796",Dec 3,"Warner Bros.

",https://www.boxofficemojo.com/release/rl510363137/,165000000,Adventure Animation Comedy Family Fantasy Musical,,tt0338348,6.6,168681
Carlos,"$11,575",7,"$145,526",Oct 15,"IFC Films

",https://www.boxofficemojo.com/release/rl1363707393/,18000000,Biography Crime Drama Thriller,,tt1321865,7.6,12802
Blood Ties,"$2,760",1,"$2,760",Feb 11,-,https://www.boxofficemojo.com/release/rl1028032001/,20000,Action,,tt1075636,7.0,63
The Girl with the Dragon Tattoo,"$2,371",202,"$10,095,170",Mar 19,"Music Box Films

",https://www.boxofficemojo.com/release/rl89425409/,13000000,Crime Drama Mystery Thriller,R,tt1132620,7.8,206553
The Tunnel,"$1,532",1,"$1,532",Aug 5,"Blackrock Films

",https://www.boxofficemojo.com/release/rl678856193/,135000,Horror Mystery Thriller,,tt1735485,5.9,19173
Redneck Carnage,$325,1,$706,Oct 29,-,https://www.boxofficemojo.com/release/rl1500349953/,20000,Horror,,tt1235168,4.7,28
The Avengers,"$623,357,910","4,349","$623,357,910",May 4,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl709199361/,220000000,Action Adventure Sci-Fi,PG-13,tt0848228,8.0,1244514
The Dark Knight Rises,"$448,139,099","4,404","$448,139,099",Jul 20,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3745875457/,250000000,Action Adventure,PG-13,tt1345836,8.4,1487983
The Hunger Games,"$408,010,692","4,137","$408,010,692",Mar 23,"Lionsgate

",https://www.boxofficemojo.com/release/rl4049110529/,78000000,Action Adventure Sci-Fi Thriller,PG-13,tt1392170,7.2,832964
Skyfall,"$290,904,271","3,526","$304,360,277",Nov 9,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1346799105/,200000000,Action Adventure Thriller,PG-13,tt1074638,7.7,622070
The Twilight Saga: Breaking Dawn - Part 2,"$286,422,893","4,070","$292,324,737",Nov 16,"Lionsgate

",https://www.boxofficemojo.com/release/rl3276178945/,120000000,Adventure Drama Fantasy Romance,PG-13,tt1673434,5.5,227820
The Amazing Spider-Man,"$262,030,663","4,318","$262,030,663",Jul 3,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl930317825/,230000000,Action Adventure Sci-Fi,PG-13,tt0948470,6.9,551405
Brave,"$237,259,676","4,164","$237,283,207",Jun 22,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl910460417/,185000000,Adventure Animation Comedy Family Fantasy,PG,tt1217209,7.1,365710
Ted,"$218,815,487","3,303","$218,815,487",Jun 29,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2255848961/,50000000,Comedy,R,tt1637725,6.9,563499
Madagascar 3: Europe's Most Wanted,"$216,391,482","4,263","$216,391,482",Jun 8,"DreamWorks

",https://www.boxofficemojo.com/release/rl1415611905/,145000000,Adventure Animation Comedy Family,PG,tt1277953,6.8,159719
The Lorax,"$214,030,500","3,769","$214,030,500",Mar 2,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2858518017/,70000000,Adventure Animation Comedy Drama Family Fantasy Musical,PG,tt1482459,6.4,96926
Men in Black 3,"$179,020,854","4,248","$179,020,854",May 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1298302465/,225000000,Action Adventure Comedy Sci-Fi,PG-13,tt1409024,6.8,330683
Wreck-It Ralph,"$175,990,019","3,752","$189,422,889",Nov 2,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl242058753/,165000000,Adventure Animation Comedy Family Fantasy,PG,tt1772341,7.7,373022
Ice Age: Continental Drift,"$161,139,599","3,886","$161,321,843",Jul 13,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3327690241/,95000000,Adventure Animation Comedy Family Fantasy,PG,tt1667889,6.6,188291
Snow White and the Huntsman,"$155,332,381","3,777","$155,332,381",Jun 1,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2054194689/,170000000,Action Adventure Drama Fantasy,PG-13,tt1735898,6.1,270207
Hotel Transylvania,"$145,321,690","3,375","$148,313,048",Sep 28,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl5801473/,85000000,Animation Comedy Family Fantasy,PG,tt0837562,7.1,219406
Taken 2,"$138,936,379","3,706","$139,854,287",Oct 5,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1651869185/,45000000,Action Thriller,PG-13,tt1397280,6.3,286261
21 Jump Street,"$138,447,667","3,148","$138,447,667",Mar 16,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1564575233/,42000000,Action Comedy Crime,R,tt1232829,7.2,503636
Lincoln,"$134,189,097","2,293","$182,207,973",Nov 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3814622721/,65000000,Biography Drama History War,PG-13,tt0443272,7.3,241123
Prometheus,"$126,477,084","3,442","$126,477,084",Jun 8,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1063945729/,130000000,Adventure Mystery Sci-Fi,R,tt1446714,7.0,562131
Safe House,"$126,373,434","3,121","$126,373,434",Feb 10,"Universal Pictures

",https://www.boxofficemojo.com/release/rl107972097/,85000000,Action Thriller,R,tt1599348,6.7,202880
The Vow,"$125,014,030","3,038","$125,014,030",Feb 10,"Screen Gems

",https://www.boxofficemojo.com/release/rl2541323777/,30000000,Drama Romance,PG-13,tt1606389,6.8,181877
Magic Mike,"$113,721,571","3,120","$113,721,571",Jun 29,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2657125889/,7000000,Comedy Drama,R,tt1915581,6.1,129797
The Bourne Legacy,"$113,203,870","3,753","$113,203,870",Aug 10,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2521204225/,125000000,Action Adventure Thriller,PG-13,tt1194173,6.7,281395
Argo,"$108,720,920","3,247","$136,025,503",Oct 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1178764801/,44500000,Biography Drama Thriller,R,tt1024648,7.7,564645
Journey 2: The Mysterious Island,"$103,860,290","3,500","$103,860,290",Feb 10,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1079870977/,79000000,Action Adventure Family Fantasy Sci-Fi,PG,tt1397514,5.8,91336
Flight,"$91,978,551","2,638","$93,772,375",Nov 2,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1062372865/,31000000,Drama Thriller,R,tt1907668,7.3,320975
Think Like a Man,"$91,547,205","2,052","$91,547,205",Apr 20,"Screen Gems

",https://www.boxofficemojo.com/release/rl1853130241/,12000000,Comedy Romance,PG-13,tt1621045,6.6,43464
Rise of the Guardians,"$91,337,659","3,672","$103,412,758",Nov 21,"DreamWorks

",https://www.boxofficemojo.com/release/rl2304214529/,145000000,Action Adventure Animation Comedy Family Fantasy Sci-Fi,PG,tt1446192,7.3,153903
Mission: Impossible - Ghost Protocol,"$87,050,578","3,555","$209,397,903",Dec 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1365411329/,145000000,Action Adventure Thriller,PG-13,tt1229238,7.4,451112
Life of Pi,"$85,639,816","2,946","$124,987,023",Nov 21,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2640217601/,120000000,Adventure Drama Fantasy,PG,tt0454876,7.9,572114
The Expendables 2,"$85,028,192","3,355","$85,028,192",Aug 17,"Lionsgate

",https://www.boxofficemojo.com/release/rl1431340545/,100000000,Action Adventure Thriller,R,tt1764651,6.6,289022
Wrath of the Titans,"$83,670,083","3,545","$83,670,083",Mar 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl977962497/,150000000,Action Adventure Fantasy,PG-13,tt1646987,5.7,179713
Dark Shadows,"$79,727,149","3,755","$79,727,149",May 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl72123905/,150000000,Comedy Fantasy Horror,PG-13,tt1077368,6.2,243535
John Carter,"$73,078,100","3,749","$73,078,100",Mar 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2002617857/,250000000,Action Adventure Sci-Fi,PG-13,tt0401729,6.6,252343
Les Misérables,"$72,967,240","2,927","$148,809,770",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1952351745/,61000000,Drama History Musical Romance War,PG-13,tt1707386,7.6,303820
Act of Valor,"$70,012,847","3,053","$70,012,847",Feb 24,"Relativity Media

",https://www.boxofficemojo.com/release/rl2118157825/,12000000,Action Adventure Thriller War,R,tt1591479,6.5,65894
Django Unchained,"$68,605,611","3,012","$162,805,434",Dec 25,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl3662644737/,100000000,Drama Western,R,tt1853728,8.4,1324986
Contraband,"$66,528,000","2,870","$66,528,000",Jan 13,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3427436033/,25000000,Action Crime Drama Thriller,R,tt1524137,6.5,115572
Looper,"$66,475,042","2,993","$66,486,205",Sep 28,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3059844609/,30000000,Action Drama Sci-Fi Thriller,R,tt1276104,7.4,527766
Madea's Witness Protection,"$65,653,242","2,161","$65,653,242",Jun 29,"Lionsgate

",https://www.boxofficemojo.com/release/rl1130399233/,20000000,Comedy Crime Drama,PG-13,tt2215285,4.9,9964
Battleship,"$65,422,625","3,702","$65,422,625",May 18,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3259336193/,209000000,Action Adventure Sci-Fi Thriller,PG-13,tt1440129,5.8,233947
Mirror Mirror,"$64,935,167","3,618","$64,935,167",Mar 30,"Relativity Media

",https://www.boxofficemojo.com/release/rl1953531393/,85000000,Adventure Comedy Drama Family Fantasy,PG,tt1667353,5.6,83091
Chronicle,"$64,575,175","2,908","$64,575,175",Feb 3,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2487977473/,12000000,Drama Sci-Fi Thriller,PG-13,tt1706593,7.0,237669
Pitch Perfect,"$64,427,368","2,787","$65,001,093",Sep 28,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3949495809/,17000000,Comedy Music Romance,PG-13,tt1981677,7.2,272739
Underworld Awakening,"$62,321,039","3,078","$62,321,039",Jan 20,"Screen Gems

",https://www.boxofficemojo.com/release/rl2172028417/,70000000,Action Fantasy Horror,R,tt1496025,6.4,144401
The Dictator,"$59,650,222","3,014","$59,650,222",May 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2958001665/,65000000,Comedy,R,tt1645170,6.4,269433
Total Recall,"$58,877,969","3,601","$58,877,969",Aug 3,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl58164737/,125000000,Action Adventure Sci-Fi Thriller,PG-13,tt1386703,6.3,237868
Titanic2012 3D Release,"$57,884,114","3,674","$57,884,114",Apr 4,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3715401217/,200000000,Drama Romance,PG-13,tt0120338,7.8,1026870
American Reunion,"$57,011,521","3,203","$57,011,521",Apr 6,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2739111425/,50000000,Comedy,R,tt1605630,6.7,200505
ParaNorman,"$55,995,988","3,455","$56,003,051",Aug 17,"Focus Features

",https://www.boxofficemojo.com/release/rl4067001857/,60000000,Adventure Animation Comedy Family Fantasy Mystery,PG,tt1623288,7.0,92252
This Means War,"$54,760,791","3,189","$54,760,791",Feb 17,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1249150465/,65000000,Action Comedy Romance,PG-13,tt1596350,6.3,174215
Paranormal Activity 4,"$53,886,994","3,412","$53,885,000",Oct 19,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2640938497/,5000000,Horror Mystery,R,tt2109184,4.6,61376
The Devil Inside,"$53,261,944","2,551","$53,261,944",Jan 6,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1716487681/,1000000,Horror,R,tt1560985,4.2,34617
The Girl with the Dragon Tattoo,"$52,177,103","2,950","$102,515,793",Dec 21,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl55870977/,90000000,Crime Drama Mystery Thriller,R,tt1568346,7.8,413475
Ghost Rider: Spirit of Vengeance,"$51,774,002","3,174","$51,774,002",Feb 17,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3595929089/,57000000,Action Fantasy Thriller,PG-13,tt1071875,4.3,109440
The Grey,"$51,580,236","3,208","$51,580,236",Jan 27,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl3143075329/,25000000,Action Adventure Drama Thriller,R,tt1601913,6.8,238045
Red Tails,"$49,876,377","2,573","$49,876,377",Jan 20,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1265468929/,58000000,Action Drama History War,PG-13,tt0485985,5.9,33094
The Possession,"$49,130,154","2,860","$49,130,154",Aug 31,"Lionsgate

",https://www.boxofficemojo.com/release/rl3142551041/,14000000,Horror Mystery Thriller,PG-13,tt0431021,5.9,56312
Diary of a Wimpy Kid: Dog Days,"$49,008,662","3,401","$49,008,662",Aug 3,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2692449793/,22000000,Comedy Family,PG,tt2023453,6.3,21580
Sinister,"$48,061,556","2,542","$48,086,903",Oct 12,"Lionsgate

",https://www.boxofficemojo.com/release/rl2591131137/,3000000,Horror Mystery Thriller,R,tt1922777,6.8,214798
Beauty and the Beast2012 3D Release,"$47,617,067","2,625","$47,617,067",Jan 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl256148993/,25000000,Animation Family Fantasy Musical Romance,,tt0101414,8.0,411829
Jack Reacher,"$47,550,642","3,352","$80,070,736",Dec 21,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2758182401/,60000000,Action Thriller,PG-13,tt0790724,7.0,302976
Savages,"$47,382,068","2,635","$47,382,068",Jul 6,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2758772225/,45000000,Crime Drama Thriller,R,tt1615065,6.5,120536
The Best Exotic Marigold Hotel,"$46,412,041","1,298","$46,412,041",May 4,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl2504295937/,10000000,Comedy Drama Romance,PG-13,tt1412386,7.2,89176
Moonrise Kingdom,"$45,512,466",924,"$45,512,466",May 25,"Focus Features

",https://www.boxofficemojo.com/release/rl1701152257/,16000000,Comedy Drama Romance,PG-13,tt1748122,7.8,312852
Alvin and the Chipmunks: Chipwrecked,"$44,959,546","3,734","$133,110,742",Dec 16,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1766032897/,75000000,Adventure Animation Comedy Family Musical,G,tt1615918,4.3,30798
The Three Stooges,"$44,338,224","3,482","$44,338,224",Apr 13,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2876540417/,30000000,Comedy Family,PG,tt0383010,5.1,29671
War Horse,"$43,532,682","2,856","$79,884,879",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl880313857/,66000000,Action Adventure Drama History War,PG-13,tt1568911,7.2,144744
Red Dawn,"$43,468,052","2,781","$44,806,783",Nov 21,"FilmDistrict

",https://www.boxofficemojo.com/release/rl1785562625/,65000000,Action Drama,PG-13,tt1234719,5.4,72741
Star Wars: Episode I - The Phantom Menace2012 3D Release,"$43,456,382","2,655","$43,456,382",Feb 10,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1349682689/,115000000,Action Adventure Fantasy Sci-Fi,PG,tt0120915,6.5,715788
Resident Evil: Retribution,"$42,345,531","3,016","$42,345,531",Sep 14,"Screen Gems

",https://www.boxofficemojo.com/release/rl2389542401/,65000000,Action Horror Sci-Fi Thriller,R,tt1855325,5.4,131152
What to Expect When You're Expecting,"$41,152,203","3,021","$41,152,203",May 18,"Lionsgate

",https://www.boxofficemojo.com/release/rl3799549441/,40000000,Comedy Drama Romance,PG-13,tt1586265,5.7,69042
Finding Nemo2012 3D Release,"$41,040,308","2,904","$41,128,283",Sep 14,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2706605569/,94000000,Adventure Animation Comedy Family,,tt0266543,8.1,931558
End of Watch,"$40,766,734","2,780","$41,003,371",Sep 21,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl4233201153/,7000000,Action Crime Drama Thriller,R,tt1855199,7.6,225157
The Artist,"$40,075,103","1,756","$44,671,682",Nov 25,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl2453833217/,15000000,Comedy Drama Romance,PG-13,tt1655442,7.9,227923
This Is 40,"$38,951,960","2,931","$67,544,505",Dec 21,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1749190145/,35000000,Comedy Romance,R,tt1758830,6.2,125500
Rock of Ages,"$38,518,613","3,470","$38,518,613",Jun 15,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1198294529/,75000000,Comedy Drama Musical Romance,PG-13,tt1336608,5.9,72978
Abraham Lincoln: Vampire Hunter,"$37,519,139","3,109","$37,519,139",Jun 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl591431169/,69000000,Action Fantasy Horror Western,R,tt1611224,5.9,147717
That's My Boy,"$36,931,089","3,030","$36,931,089",Jun 15,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2908128769/,70000000,Comedy,R,tt1232200,5.5,89524
The Watch,"$35,353,000","3,168","$35,353,000",Jul 27,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl4049896961/,68000000,Comedy Sci-Fi,R,tt1298649,5.7,119997
Step Up Revolution,"$35,074,677","2,606","$35,074,677",Jul 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl3681781249/,33000000,Drama Music Romance,PG-13,tt1800741,6.4,53265
Frankenweenie,"$34,713,382","3,005","$35,291,068",Oct 5,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2169669121/,39000000,Animation Comedy Family Horror Sci-Fi,PG,tt1142977,6.9,95931
Parental Guidance,"$33,993,350","3,368","$77,267,296",Dec 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2204730881/,25000000,Comedy Family,PG,tt1047540,6.0,24627
House at the End of the Street,"$31,611,916","3,083","$31,611,916",Sep 21,"Relativity Media

",https://www.boxofficemojo.com/release/rl1834518017/,10000000,Drama Horror Thriller,PG-13,tt1582507,5.6,71052
The Pirates! Band of Misfits,"$31,051,126","3,358","$31,051,126",Apr 27,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4050159105/,55000000,Adventure Animation Comedy Family,PG,tt1430626,6.7,44286
The Five-Year Engagement,"$28,835,528","2,941","$28,835,528",Apr 27,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3679684097/,30000000,Comedy Romance,R,tt1195478,6.2,91786
Silver Linings Playbook,"$28,458,986","2,809","$132,092,958",Nov 16,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1332839937/,21000000,Comedy Drama Romance,R,tt1045658,7.7,652671
One for the Money,"$26,414,527","2,737","$26,414,527",Jan 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl3009840641/,40000000,Action Comedy Crime Thriller,PG-13,tt1598828,5.3,40393
Alex Cross,"$25,869,488","2,541","$25,888,412",Oct 19,"Lionsgate

",https://www.boxofficemojo.com/release/rl3879765505/,35000000,Action Crime Mystery Thriller,PG-13,tt1712170,5.1,32140
Katy Perry: Part of Me,"$25,326,071","2,732","$25,326,071",Jul 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3277686273/,12000000,Documentary Music,PG,tt2215719,5.9,13275
Sparkle,"$24,397,469","2,244","$24,397,469",Aug 17,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3748693505/,14000000,Drama Music,PG-13,tt1876451,5.7,5832
The Guilt Trip,"$22,770,921","2,431","$37,134,215",Dec 19,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3026552321/,40000000,Comedy Drama,PG-13,tt1694020,5.7,35078
Premium Rush,"$20,275,446","2,255","$20,275,446",Aug 24,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2724955649/,35000000,Action Thriller,PG-13,tt1547234,6.5,109134
Big Miracle,"$20,157,300","2,133","$20,157,300",Feb 3,"Universal Pictures

",https://www.boxofficemojo.com/release/rl492865025/,40000000,Biography Drama Family Romance,PG,tt1430615,6.5,18498
"Monsters, Inc.2012 3D Release","$20,013,980","2,618","$34,043,006",Dec 19,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2036696577/,115000000,Adventure Animation Comedy Family Fantasy,G,tt0198781,8.0,798318
Haywire,"$18,942,396","2,441","$18,942,396",Jan 20,"Relativity Media

",https://www.boxofficemojo.com/release/rl2539030017/,23000000,Action Drama Thriller,R,tt1506999,5.8,82514
Man on a Ledge,"$18,620,000","2,998","$18,620,000",Jan 27,"Lionsgate

",https://www.boxofficemojo.com/release/rl493061633/,42000000,Action Adventure Crime Thriller,PG-13,tt1568338,6.6,143551
A Thousand Words,"$18,450,127","1,895","$18,450,127",Mar 9,"DreamWorks

",https://www.boxofficemojo.com/release/rl3846342145/,40000000,Comedy Drama,PG-13,tt0763831,5.9,39818
Silent Hill: Revelation,"$17,529,157","2,933","$17,529,157",Oct 26,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl1550943745/,20000000,Fantasy Horror,R,tt0938330,5.0,59693
The Raven,"$16,008,272","2,209","$16,008,272",Apr 27,"Relativity Media

",https://www.boxofficemojo.com/release/rl896370177/,26000000,Crime Mystery Thriller,R,tt1486192,6.4,81779
The Man with the Iron Fists,"$15,634,090","1,872","$15,634,090",Nov 2,"Universal Pictures

",https://www.boxofficemojo.com/release/rl727942657/,15000000,Action,R,tt1258972,5.4,60004
Seven Psychopaths,"$15,024,049","1,480","$15,024,049",Oct 12,"CBS Films

",https://www.boxofficemojo.com/release/rl1164871169/,15000000,Comedy Crime,R,tt1931533,7.2,237624
Killing Them Softly,"$14,836,630","2,424","$15,026,056",Nov 30,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1565165057/,15000000,Crime Drama Thriller,R,tt1764234,6.2,131761
Lockout,"$14,326,864","2,335","$14,326,864",Apr 13,"FilmDistrict

",https://www.boxofficemojo.com/release/rl2019657217/,20000000,Action Sci-Fi Thriller,PG-13,tt1592525,6.1,93658
Hit and Run,"$13,749,300","2,870","$13,749,300",Aug 22,"Open Road Films (II)

",https://www.boxofficemojo.com/release/rl2589558273/,2000000,Action Comedy,R,tt2097307,6.1,34240
Dredd,"$13,414,714","2,557","$13,414,714",Sep 21,"Lionsgate

",https://www.boxofficemojo.com/release/rl2823718401/,50000000,Action Crime Sci-Fi,R,tt1343727,7.1,247200
People Like Us,"$12,434,778","2,055","$12,434,778",Jun 29,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl342394369/,16000000,Comedy Drama,PG-13,tt1716777,7.1,41131
The Words,"$11,494,838","2,801","$11,494,838",Sep 7,"CBS Films

",https://www.boxofficemojo.com/release/rl310019585/,6000000,Drama Mystery Romance Thriller,PG-13,tt1840417,7.0,73771
New Year's Eve,"$10,339,384","3,505","$54,544,638",Dec 9,"Warner Bros.

",https://www.boxofficemojo.com/release/rl963085825/,56000000,Comedy Romance,PG-13,tt1598822,5.7,80425
The Darkest Hour,"$9,771,010","2,327","$21,443,494",Dec 25,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl374113793/,30000000,Action Adventure Horror Sci-Fi Thriller,PG-13,tt1093357,4.9,57333
Fun Size,"$9,409,538","3,016","$9,409,538",Oct 26,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1968539137/,14000000,Adventure Comedy,PG-13,tt1663143,5.4,13575
Seeking a Friend for the End of the World,"$7,078,738","1,625","$7,078,738",Jun 22,"Focus Features

",https://www.boxofficemojo.com/release/rl91129345/,10000000,Adventure Comedy Drama Romance Sci-Fi,R,tt1307068,6.7,106483
The Muppets,"$6,835,954","3,440","$88,631,237",Nov 23,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3445982721/,45000000,Adventure Comedy Family Musical,PG,tt1204342,7.1,86401
The Twilight Saga: Breaking Dawn - Part 1,"$6,445,179","4,066","$281,287,133",Nov 18,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3292956161/,110000000,Adventure Drama Fantasy Romance Thriller,PG-13,tt1324999,4.9,220513
Chasing Mavericks,"$5,944,870","2,030","$6,002,756",Oct 26,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2087093761/,20000000,Biography Drama Sport,PG,tt1629757,7.2,30447
Young Adult,"$5,004,756",987,"$16,311,571",Dec 9,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2356839937/,12000000,Comedy Drama,R,tt1625346,6.2,79422
The Apparition,"$4,936,819",810,"$4,936,819",Aug 24,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1698858497/,17000000,Horror Thriller,PG-13,tt1433822,4.1,18728
The Sitter,"$4,830,391","2,752","$30,441,326",Dec 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2373027329/,25000000,Comedy,R,tt1366344,5.7,67637
Puss in Boots,"$4,009,554","3,963","$149,260,504",Oct 28,"DreamWorks

",https://www.boxofficemojo.com/release/rl1214940673/,130000000,Adventure Animation Comedy Family Fantasy Mystery,PG,tt0448694,6.6,142227
Raiders of the Lost Ark2012 IMAX Release,"$3,125,613",322,"$3,125,613",Sep 7,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl4067067393/,18000000,Action Adventure,PG,tt0082971,8.4,868718
Jack and Jill,"$2,459,220","3,438","$74,158,157",Nov 11,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2388297217/,79000000,Comedy,PG,tt0810913,3.3,76843
Casablanca2011 Re-release,"$1,988,013",507,"$1,155,330",Mar 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3175646721/,950000,Drama Romance War,PG,tt0034583,8.5,512325
Sea Rex 3D: Journey to a Prehistoric World,"$1,636,418",14,"$6,096,582",May 28,"3D Entertainment

",https://www.boxofficemojo.com/release/rl879658497/,5000000,Documentary Short,,tt1529567,6.7,386
