Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA
Star Trek,"$257,730,019","4,053","$257,730,019",May 8,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2876474881/,150000000,Action Adventure Sci-Fi,PG-13
Monsters vs. Aliens,"$198,351,526","4,136","$198,351,526",Mar 27,"DreamWorks

",https://www.boxofficemojo.com/release/rl224757249/,175000000,Action Adventure Animation Comedy Family Sci-Fi Thriller,PG
Ice Age: Dawn of the Dinosaurs,"$196,573,705","4,102","$196,573,705",Jul 1,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3310913025/,90000000,Adventure Animation Comedy Family Fantasy,PG
The Blind Side,"$196,563,318","3,407","$255,959,475",Nov 20,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3796338177/,29000000,Biography Drama Sport,PG-13
X-Men Origins: Wolverine,"$179,883,157","4,102","$179,883,157",May 1,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3262875137/,150000000,Action Adventure Sci-Fi,PG-13
Night at the Museum: Battle of the Smithsonian,"$177,243,721","4,101","$177,243,721",May 22,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2070382081/,150000000,Adventure Comedy Family Fantasy,PG
The Proposal,"$163,958,031","3,158","$163,958,031",Jun 19,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl577406465/,40000000,Comedy Drama Romance,PG-13
2012,"$162,349,001","3,444","$166,112,167",Nov 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1833010689/,200000000,Action Adventure Sci-Fi,PG-13
Fast & Furious,"$155,064,265","3,674","$155,064,265",Apr 3,"Universal Pictures

",https://www.boxofficemojo.com/release/rl693339649/,85000000,Action Thriller,PG-13
G.I. Joe: The Rise of Cobra,"$150,201,498","4,007","$150,201,498",Aug 7,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1062503937/,175000000,Action Adventure Sci-Fi Thriller,PG-13
Paul Blart: Mall Cop,"$146,336,178","3,206","$146,336,178",Jan 16,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4016080385/,26000000,Action Comedy Crime Family,PG
Taken,"$145,000,989","3,184","$145,000,989",Jan 30,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1635091969/,25000000,Action Thriller,PG-13
Gran Torino,"$142,214,209","3,045","$148,095,302",Dec 12,"Warner Bros.

",https://www.boxofficemojo.com/release/rl240616961/,33000000,Drama,R
A Christmas Carol,"$136,889,051","3,683","$137,855,863",Nov 6,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2605417985/,200000000,Animation Drama Family Fantasy,PG
Angels & Demons,"$133,375,846","3,527","$133,375,846",May 15,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3443754497/,150000000,Action Mystery Thriller,PG-13
Terminator Salvation,"$125,322,469","3,602","$125,322,469",May 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3430254081/,200000000,Action Adventure Sci-Fi,PG-13
Cloudy with a Chance of Meatballs,"$123,910,697","3,119","$124,870,275",Sep 18,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl4883969/,100000000,Adventure Animation Comedy Family Fantasy Sci-Fi,PG
Alvin and the Chipmunks: The Squeakquel,"$120,727,282","3,747","$219,614,612",Dec 23,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1816364545/,75000000,Adventure Animation Comedy Family Fantasy Music,PG
Inglourious Basterds,"$120,540,719","3,358","$120,540,719",Aug 21,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl4217079297/,70000000,Adventure Drama War,R
G-Force,"$119,436,770","3,697","$119,436,770",Jul 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4015359489/,150000000,Action Adventure Animation Comedy Family Fantasy Sci-Fi,PG
Slumdog Millionaire,"$119,092,566","2,943","$141,319,928",Nov 12,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1047561729/,15000000,Drama Romance,R
District 9,"$115,646,235","3,180","$115,646,235",Aug 14,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl3914302977/,30000000,Action Sci-Fi Thriller,R
Couples Retreat,"$108,297,465","3,074","$109,204,945",Oct 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl223184385/,70000000,Comedy,PG-13
Paranormal Activity,"$107,792,845","2,712","$107,918,810",Sep 25,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2355725825/,15000,Horror Mystery,R
Watchmen,"$107,509,799","3,611","$107,509,799",Mar 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl41453057/,130000000,Action Drama Mystery Sci-Fi,R
Sherlock Holmes,"$102,102,956","3,626","$209,028,679",Dec 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3597567489/,90000000,Action Adventure Mystery,PG-13
Public Enemies,"$97,104,620","3,336","$97,104,620",Jul 1,"Universal Pictures

",https://www.boxofficemojo.com/release/rl40535553/,100000000,Biography Crime Drama History,R
Julie & Julia,"$94,125,426","2,528","$94,125,426",Aug 7,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2740815361/,40000000,Biography Drama Romance,PG-13
The Ugly Truth,"$88,915,214","2,975","$88,915,214",Jul 24,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1299613185/,38000000,Comedy Romance,R
Knowing,"$79,957,634","3,337","$79,957,634",Mar 20,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl4267476481/,50000000,Action Drama Mystery Sci-Fi Thriller,PG-13
Where the Wild Things Are,"$76,301,979","3,735","$77,233,467",Oct 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl964396545/,100000000,Adventure Drama Family Fantasy,PG
The Princess and the Frog,"$76,035,028","3,475","$104,400,899",Nov 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3916137985/,105000000,Adventure Animation Comedy Family Fantasy Musical Romance,
Zombieland,"$75,590,286","3,171","$75,590,286",Oct 2,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl847087105/,23600000,Adventure Comedy Fantasy Sci-Fi,R
Coraline,"$75,286,229","2,320","$75,286,229",Feb 6,"Focus Features

",https://www.boxofficemojo.com/release/rl793609729/,60000000,Animation Drama Family Fantasy Thriller,PG
The Curious Case of Benjamin Button,"$74,843,178","2,988","$127,509,326",Dec 25,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl4098721281/,150000000,Drama Fantasy Romance,PG-13
Law Abiding Citizen,"$72,764,227","2,890","$73,357,727",Oct 16,"Overture Films

",https://www.boxofficemojo.com/release/rl3948905985/,50000000,Action Crime Drama Thriller,R
Obsessed,"$68,261,644","2,634","$68,261,644",Apr 24,"Screen Gems

",https://www.boxofficemojo.com/release/rl543589889/,20000000,Drama Romance Thriller,PG-13
The Final Destination,"$66,477,700","3,121","$66,477,700",Aug 28,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2975041025/,40000000,Horror Thriller,R
The Taking of Pelham 123,"$65,452,312","3,077","$65,452,312",Jun 12,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1551205889/,100000000,Action Crime Thriller,R
Friday the 13th,"$65,002,019","3,105","$65,002,019",Feb 13,"Warner Bros.

",https://www.boxofficemojo.com/release/rl945128961/,19000000,Horror Mystery Thriller,R
The Time Traveler's Wife,"$63,414,846","2,988","$63,414,846",Aug 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3967059457/,39000000,Drama Fantasy Romance Sci-Fi,PG-13
Bride Wars,"$58,715,510","3,228","$58,715,510",Jan 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl290031105/,30000000,Comedy Romance,PG
Bedtime Stories,"$53,401,063","3,684","$110,101,975",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1933870593/,80000000,Comedy Family Fantasy Romance,PG
Funny People,"$51,855,045","3,008","$51,855,045",Jul 31,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1951761921/,75000000,Comedy Drama,R
My Bloody Valentine,"$51,545,952","2,534","$51,545,952",Jan 16,"Lionsgate

",https://www.boxofficemojo.com/release/rl358909441/,15000000,Horror Mystery Thriller,R
Land of the Lost,"$49,438,370","3,534","$49,438,370",Jun 5,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1902085633/,100000000,Action Adventure Comedy Sci-Fi,PG-13
My Sister's Keeper,"$49,200,230","2,606","$49,200,230",Jun 26,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1550091777/,30000000,Drama Family,PG-13
Old Dogs,"$46,528,573","3,425","$49,492,060",Nov 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1835435521/,35000000,Comedy Family,PG
Underworld: Rise of the Lycans,"$45,802,315","2,942","$45,802,315",Jan 23,"Screen Gems

",https://www.boxofficemojo.com/release/rl2155251201/,35000000,Action Fantasy Thriller,R
Year One,"$43,337,279","3,024","$43,337,279",Jun 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3178923521/,60000000,Comedy,PG-13
The Unborn,"$42,670,410","2,359","$42,670,410",Jan 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3161884161/,16000000,Drama Horror Mystery Thriller,PG-13
Precious,"$42,567,989","1,003","$47,566,524",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl2875950593/,10000000,Drama,R
Valkyrie,"$42,175,975","2,838","$83,077,833",Dec 25,"United Artists

",https://www.boxofficemojo.com/release/rl460948993/,75000000,Drama History Thriller War,PG-13
Drag Me to Hell,"$42,100,625","2,510","$42,100,625",May 29,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1380877825/,30000000,Horror Thriller,PG-13
Duplicity,"$40,572,825","2,579","$40,572,825",Mar 20,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3696133633/,60000000,Comedy Crime Romance Thriller,PG-13
It's Complicated,"$40,375,875","2,955","$112,735,375",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2942600705/,85000000,Comedy Drama Romance,R
Planet 51,"$39,410,558","3,035","$42,194,060",Nov 20,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3580397057/,70000000,Adventure Animation Comedy Family Sci-Fi,PG
Surrogates,"$38,577,772","2,992","$38,577,772",Sep 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3883042305/,80000000,Action Sci-Fi Thriller,PG-13
Yes Man,"$37,661,286","3,434","$97,690,976",Dec 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2860156417/,70000000,Comedy Romance,PG-13
Ninja Assassin,"$37,303,465","2,503","$38,122,883",Nov 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1583842817/,40000000,Action Thriller,R
Notorious,"$36,843,682","1,641","$36,843,682",Jan 16,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3915875841/,20000000,Biography Crime Drama Music,R
The Pink Panther 2,"$35,922,978","3,245","$35,922,978",Feb 6,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2372437505/,70000000,Action Adventure Comedy Crime Family Mystery,PG
Up in the Air,"$33,655,213","2,218","$83,823,381",Dec 4,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3346433537/,25000000,Comedy Drama Romance,R
Halloween II,"$33,392,973","3,088","$33,392,973",Aug 28,-,https://www.boxofficemojo.com/release/rl3327624705/,15000000,Horror,R
The Informant!,"$33,316,821","2,505","$33,316,821",Sep 18,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4166747649/,22000000,Biography Comedy Crime Drama,R
The Reader,"$32,519,680","1,203","$34,194,407",Dec 10,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl544048641/,32000000,Drama Romance,R
500 Days of Summer,"$32,391,374","1,048","$32,391,374",Jul 17,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl3913385473/,7500000,Comedy Drama Romance,PG-13
The Men Who Stare at Goats,"$31,976,937","2,453","$32,428,195",Nov 6,"Overture Films

",https://www.boxofficemojo.com/release/rl140674561/,25000000,Comedy War,R
Push,"$31,811,527","2,313","$31,811,527",Feb 6,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl1365935617/,38000000,Action Sci-Fi Thriller,PG-13
9,"$31,749,894","2,060","$31,749,894",Sep 9,"Focus Features

",https://www.boxofficemojo.com/release/rl1010861569/,30000000,Action Adventure Animation Sci-Fi,PG-13
The Stepfather,"$29,062,561","2,734","$29,062,561",Oct 16,"Screen Gems

",https://www.boxofficemojo.com/release/rl3765667329/,20000000,Crime Thriller,PG-13
Defiance,"$28,619,576","1,793","$28,644,813",Dec 31,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl1011844609/,32000000,Action Drama History Thriller War,R
Saw VI,"$27,693,292","3,036","$27,693,292",Oct 23,"Lionsgate

",https://www.boxofficemojo.com/release/rl2389673473/,11000000,Horror Mystery,R
Invictus,"$26,677,133","2,170","$37,491,364",Dec 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl827426305/,60000000,Biography Drama History Sport,PG-13
Brothers,"$26,222,779","2,088","$28,544,157",Dec 4,"Lionsgate

",https://www.boxofficemojo.com/release/rl1095337473/,26000000,Action Drama Thriller War,R
Dance Flick,"$25,662,155","2,459","$25,662,155",May 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1819837953/,25000000,Action Comedy Music,PG-13
The International,"$25,450,527","2,364","$25,450,527",Feb 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl895124993/,50000000,Action Crime Drama Mystery Thriller,R
Aliens in the Attic,"$25,200,412","3,108","$25,200,412",Jul 31,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2037679617/,45000000,Adventure Comedy Family Fantasy Sci-Fi,PG
The Wrestler,"$25,068,864",776,"$26,238,243",Dec 17,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1954186753/,6000000,Drama Sport,R
Seven Pounds,"$24,012,839","2,758","$69,951,824",Dec 19,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1148093953/,55000000,Drama,PG-13
Observe and Report,"$24,007,324","2,727","$24,007,324",Apr 10,"Warner Bros.

",https://www.boxofficemojo.com/release/rl795248129/,18000000,Comedy Crime Drama,R
Love Happens,"$22,965,110","1,922","$22,965,110",Sep 18,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2927068673/,18000000,Drama Romance,PG-13
Revolutionary Road,"$22,598,011","1,077","$22,911,480",Dec 26,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl3614279169/,35000000,Drama Romance,R
Fame,"$22,455,510","3,133","$22,455,510",Sep 25,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl4031809025/,18000000,Comedy Drama Musical Romance,PG
Twilight,"$22,096,878","3,649","$192,769,854",Nov 21,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl58099201/,37000000,Drama Fantasy Romance,PG-13
Doubt,"$21,635,715","1,287","$33,446,470",Dec 12,"Miramax

",https://www.boxofficemojo.com/release/rl2068743681/,20000000,Drama Mystery,PG-13
Did You Hear About the Morgans?,"$20,380,046","2,718","$29,580,087",Dec 18,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2624357889/,58000000,Comedy Drama Romance,PG-13
Astro Boy,"$19,377,871","3,020","$19,551,067",Oct 23,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3947005441/,65000000,Action Animation Comedy Family Sci-Fi,PG
Fantastic Mr. Fox,"$18,644,556","2,304","$21,002,919",Nov 13,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3847259649/,40000000,Adventure Animation Comedy Crime Drama Family,PG
The Invention of Lying,"$18,451,251","1,743","$18,451,251",Oct 2,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1433699841/,18500000,Comedy Fantasy Romance,PG-13
Inkheart,"$17,303,424","2,655","$17,303,424",Jan 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl4116416001/,60000000,Adventure Family Fantasy,PG
Milk,"$17,246,974",882,"$31,841,299",Nov 26,"Focus Features

",https://www.boxofficemojo.com/release/rl2975237633/,20000000,Biography Drama,R
Fired Up!,"$17,231,291","1,811","$17,231,291",Feb 20,"Screen Gems

",https://www.boxofficemojo.com/release/rl2471724545/,20000000,Comedy Sport,PG-13
The Tale of Despereaux,"$16,857,755","3,107","$50,877,145",Dec 19,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1366656513/,60000000,Adventure Animation Comedy Family Fantasy,
Jennifer's Body,"$16,204,793","2,738","$16,204,793",Sep 18,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl811435521/,16000000,Comedy Horror,R
Imagine That,"$16,123,323","3,011","$16,123,323",Jun 12,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3748103681/,55000000,Comedy Drama Family Fantasy,PG
A Perfect Getaway,"$15,515,460","2,159","$15,515,460",Aug 7,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2087224833/,14000000,Drama Mystery Thriller,R
Armored,"$15,498,240","1,919","$15,988,876",Dec 4,"Screen Gems

",https://www.boxofficemojo.com/release/rl3024258561/,20000000,Action Crime Thriller,PG-13
"The Goods: Live Hard, Sell Hard","$15,122,676","1,849","$15,122,676",Aug 14,"Paramount Vantage

",https://www.boxofficemojo.com/release/rl3612640769/,10000000,Comedy,R
The Box,"$15,025,279","2,635","$15,051,977",Nov 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2353432065/,30000000,Drama Fantasy Mystery Sci-Fi Thriller,PG-13
"I Love You, Beth Cooper","$14,800,725","1,872","$14,800,725",Jul 10,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2002486785/,18000000,Comedy Romance,PG-13
Capitalism: A Love Story,"$14,363,397",995,"$14,363,397",Sep 23,"Overture Films

",https://www.boxofficemojo.com/release/rl3110241793/,20000000,Crime Documentary,R
Frost/Nixon,"$14,252,811","1,105","$18,622,031",Dec 5,"Universal Pictures

",https://www.boxofficemojo.com/release/rl324371969/,25000000,Biography Drama History,R
Amelia,"$14,207,978","1,070","$14,246,488",Oct 23,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1413711361/,40000000,Adventure Biography Drama Romance,PG
Cirque du Freak: The Vampire's Assistant,"$13,869,515","2,754","$13,869,515",Oct 23,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3930818049/,40000000,Action Adventure Fantasy Thriller,PG-13
Whip It,"$13,043,363","1,738","$13,043,363",Oct 2,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl897287681/,15000000,Drama Sport,PG-13
The Hurt Locker,"$12,671,105",535,"$17,017,811",Jun 26,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl3831006721/,15000000,Drama Thriller War,R
The Day the Earth Stood Still,"$12,080,133","3,560","$79,366,978",Dec 12,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1548518913/,80000000,Drama Sci-Fi Thriller,PG-13
Sorority Row,"$11,965,282","2,665","$11,965,282",Sep 11,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl2356184577/,12500000,Horror Mystery,R
Extract,"$10,823,158","1,614","$10,823,158",Sep 4,"Miramax

",https://www.boxofficemojo.com/release/rl1129350657/,8000000,Comedy Crime Romance,R
Not Easily Broken,"$10,572,742",725,"$10,572,742",Jan 9,"Screen Gems

",https://www.boxofficemojo.com/release/rl4167534081/,5000000,Drama Romance,PG-13
Pandorum,"$10,330,853","2,506","$10,330,853",Sep 25,"Overture Films

",https://www.boxofficemojo.com/release/rl3026814465/,33000000,Action Horror Mystery Sci-Fi Thriller,R
Whiteout,"$10,274,617","2,745","$10,275,638",Sep 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl310085121/,35000000,Action Crime Thriller,R
Nine,"$9,844,753","1,412","$19,676,965",Dec 18,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl1667728897/,80000000,Drama Musical Romance,PG-13
The Boondock Saints II: All Saints Day,"$9,839,784",524,"$10,273,188",Oct 30,"Apparition

",https://www.boxofficemojo.com/release/rl3158738433/,8000000,Action Crime Thriller,R
Away We Go,"$9,451,946",506,"$9,451,946",Jun 5,"Focus Features

",https://www.boxofficemojo.com/release/rl642090497/,17000000,Comedy Drama Romance,R
Everybody's Fine,"$9,208,876","2,141","$9,208,876",Dec 4,"Miramax

",https://www.boxofficemojo.com/release/rl139494913/,21000000,Drama,PG-13
Bolt,"$8,673,100","3,654","$114,053,579",Nov 21,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1531348481/,150000000,Adventure Animation Comedy Drama Family,PG
Pirate Radio,"$7,949,556",883,"$8,017,917",Nov 13,"Focus Features

",https://www.boxofficemojo.com/release/rl122062337/,50000000,Comedy Drama Music,R
An Education,"$7,611,690",763,"$12,574,914",Oct 9,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl38897153/,7500000,Drama,PG-13
Taking Woodstock,"$7,460,204","1,395","$7,460,204",Aug 26,"Focus Features

",https://www.boxofficemojo.com/release/rl1567983105/,30000000,Biography Comedy Drama History Music,R
The Road,"$6,315,678",396,"$8,117,000",Nov 25,-,https://www.boxofficemojo.com/release/rl1953269249/,25000000,Drama,R
Four Christmases,"$6,009,738","3,540","$120,146,040",Nov 26,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2689762817/,80000000,Comedy Drama Romance,PG-13
Coco Before Chanel,"$5,977,223",307,"$6,113,834",Sep 25,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1833600513/,23000000,Biography Drama,PG-13
Bright Star,"$4,444,637",380,"$4,444,637",Sep 16,"Apparition

",https://www.boxofficemojo.com/release/rl105481729/,8500000,Biography Drama Romance,PG
Australia,"$4,418,394","2,721","$49,554,002",Nov 26,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl977634817/,130000000,Adventure Comedy Drama Romance War Western,PG-13
Madagascar: Escape 2 Africa,"$4,323,016","4,065","$180,010,950",Nov 7,"DreamWorks

",https://www.boxofficemojo.com/release/rl1382057473/,150000000,Adventure Animation Comedy Family,PG
Quantum of Solace,"$3,109,625","3,501","$168,368,427",Nov 14,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3445261825/,200000000,Action Adventure Thriller,PG-13
Chéri,"$2,715,657",191,"$2,715,657",Jun 26,"Miramax

",https://www.boxofficemojo.com/release/rl1934329345/,23000000,Comedy Drama Romance,R
The Dark Knight,"$2,420,432","4,366","$533,345,358",Jul 18,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3729098241/,185000000,Action Crime Drama Thriller,PG-13
The Young Victoria,"$1,969,390",476,"$11,001,272",Dec 18,"Apparition

",https://www.boxofficemojo.com/release/rl4269442561/,35000000,Biography Drama History Romance,PG
Bad Lieutenant: Port of Call New Orleans,"$1,388,571",96,"$1,702,112",Nov 20,"First Look International

",https://www.boxofficemojo.com/release/rl1413842433/,25000000,Crime Drama,R
Fly Me to the Moon 3D,"$1,298,244",713,"$13,816,982",Aug 15,"Summit Entertainment

",https://www.boxofficemojo.com/release/rl391284225/,25000000,Adventure Animation Family,G
A Single Man,"$1,244,691",354,"$9,176,000",Dec 11,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl2909898241/,7000000,Drama Romance,R
The Wizard of Oz2009 NCM Fathom Event,"$1,140,000",451,"$1,140,000",Sep 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3631973889/,2777000,Adventure Family Fantasy Musical,PG
Role Models,"$926,455","2,798","$67,294,270",Nov 7,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2909570561/,28000000,Comedy,R
Me and Orson Welles,"$850,203",134,"$1,190,003",Nov 25,"Freestyle Releasing

",https://www.boxofficemojo.com/release/rl3378742785/,25000000,Comedy Drama,PG-13
High School Musical 3,"$661,283","3,626","$90,559,416",Oct 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2807596545/,11000000,Comedy Drama Family Music Musical Romance,G
The Imaginarium of Doctor Parnassus,"$660,985",607,"$7,689,607",Dec 25,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1868269057/,30000000,Adventure Comedy Fantasy Mystery,PG-13
The Messenger,"$635,619",50,"$1,109,660",Nov 13,"Oscilloscope

",https://www.boxofficemojo.com/release/rl1969391105/,6500000,Drama Romance War,R
The Polar Express2009 IMAX Release,"$497,632",21,"$514,354",Nov 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl392922625/,165000000,Adventure Animation Comedy Family Fantasy Musical,
Crazy Heart,"$481,200","1,361","$39,464,306",Dec 16,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl1699579393/,7000000,Drama Music Romance,R
"Synecdoche, New York","$433,845",119,"$3,083,538",Oct 24,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl74810881/,20000000,Drama,R
Cadillac Records,"$351,355",701,"$8,195,551",Dec 5,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl961054209/,12000000,Biography Drama Music,R
The Secret Life of Bees,"$326,311","1,630","$37,770,162",Oct 17,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl309233153/,11000000,Drama,PG-13
The Lovely Bones,"$318,423","2,638","$44,114,232",Dec 11,"DreamWorks

",https://www.boxofficemojo.com/release/rl3328280065/,65000000,Drama Fantasy Thriller,PG-13
Fireproof,"$270,676",905,"$33,456,317",Sep 26,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl2337506817/,500000,Drama Fantasy Romance,PG
Zack and Miri Make a Porno,"$244,203","2,735","$31,457,946",Oct 31,"The Weinstein Company

",https://www.boxofficemojo.com/release/rl3665462785/,24000000,Comedy Romance,R
Eagle Eye,"$241,757","3,614","$101,440,743",Sep 26,"DreamWorks

",https://www.boxofficemojo.com/release/rl3427698177/,80000000,Action Mystery Thriller,PG-13
Body of Lies,"$191,083","2,714","$39,394,666",Oct 10,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1766229505/,70000000,Action Drama Thriller,R
Outlander,"$166,003",81,"$166,003",Jan 23,"Third Rail Releasing

",https://www.boxofficemojo.com/release/rl74024449/,50000000,Action Adventure Sci-Fi,R
Changeling,"$141,585","1,896","$35,739,802",Oct 24,"Universal Pictures

",https://www.boxofficemojo.com/release/rl944473601/,55000000,Biography Crime Drama History Mystery Thriller,R
Appaloosa,"$138,841","1,290","$20,211,394",Sep 19,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1682081281/,20000000,Action Crime Drama Romance Western,R
Gentlemen Broncos,"$113,682",18,"$113,682",Oct 30,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl2320860673/,10000000,Adventure Comedy Sci-Fi,PG-13
The Polar Express2008 IMAX Release,"$87,446",26,"$1,705,694",Nov 21,"Warner Bros.

",https://www.boxofficemojo.com/release/rl376145409/,165000000,Adventure Animation Comedy Family Fantasy Musical,
Igor,"$82,671","2,341","$19,528,602",Sep 19,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl307987969/,25000000,Animation Comedy Family Fantasy,PG
Royal Kill,"$50,090",5,"$50,090",Apr 10,"21st Century Film Production

",https://www.boxofficemojo.com/release/rl3832317441/,350000,Action Thriller,PG-13
Max Payne,"$26,520","3,381","$40,689,393",Oct 17,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3999499777/,35000000,Action Crime Drama Thriller,PG-13
